"Draw","Date","Winning_Number_1","Winning_Number_2","Winning_Number_3","Winning_Number_4","Winning_Number_5","Winning_Number_6","Additional_Number_","From_Last","Odd","Even","_1-10","_11-20","_21-30","_31-40","_41-50","Division_1_Winners","Division_1_Prize","Division_2_Winners","Division_2_Prize","Division_3_Winners","Division_3_Prize","Division_4_Winners","Division_4_Prize","Division_5_Winners","Division_5_Prize","Division_6_Winners","Division_6_Prize","Division_7_Winners","Division_7_Prize","division_1_total_amount","division_2_total_amount","division_3_total_amount","division_4_total_amount","division_5_total_amount","division_6_total_amount","division_7_total_amount","number_of_winners","total_amount_given"
"3175","30/6/2016","11","12","15","16","21","32","47","12","3","3","0","4","1","1","0","1","4428208","1","410601","237","1192","361","427","12100","50","9685","25","191552","10","4428208","410601","282504","154147","605000","242125","1915520","213937","8038105"
"3174","27/6/2016","1","12","13","14","38","40","34","1","2","4","1","3","0","2","0","0","0","3","100254","80","2585","225","502","5356","50","6985","25","109529","10","0","300762","206800","112950","267800","174625","1095290","122178","2158227"
"3173","23/6/2016","1","3","5","8","20","44","22","","3","3","4","1","0","0","1","0","0","4","55224","159","956","337","246","8550","50","9241","25","130593","10","0","220896","152004","82902","427500","231025","1305930","148884","2420257"
"3172","20/6/2016","4","6","14","18","19","35","42","","2","4","2","3","0","1","0","2","1238973","6","49592","212","965","281","398","8416","50","8292","25","139837","10","2477946","297552","204580","111838","420800","207300","1398370","157046","5118386"
"3171","16/6/2016","5","11","30","36","44","46","16","30","2","4","1","1","1","1","2","0","0","4","56032","79","1951","285","295","4264","50","8084","25","79764","10","0","224128","154129","84075","213200","202100","797640","92480","1675272"
"3170","13/6/2016","6","18","22","24","26","30","36","","0","6","1","1","4","0","0","2","1269404","4","77355","190","1120","478","243","8599","50","9464","25","141393","10","2538808","309420","212800","116154","429950","236600","1413930","160130","5257662"
"3169","9/6/2016","12","21","27","28","35","43","47","12","4","2","0","1","3","1","1","0","0","1","225070","78","1984","180","469","4429","50","4649","25","85390","10","0","225070","154752","84420","221450","116225","853900","94727","1655817"
"3168","6/6/2016","2","7","12","19","29","36","20","","3","3","2","2","1","1","0","2","3943722","12","59149","328","1488","1021","261","19205","50","26620","25","317354","10","7887444","709788","488064","266481","960250","665500","3173540","364542","14151067"
"3167","2/6/2016","1","15","23","25","33","42","44","33","5","1","1","1","2","1","1","0","0","4","181551","147","1986","355","449","8306","50","9980","25","160178","10","0","726204","291942","159395","415300","249500","1601780","178970","3444121"
"3166","30/5/2016","8","12","24","33","35","39","22","","3","3","1","1","1","3","0","0","0","0","0","119","1743","291","389","6840","50","9215","25","121946","10","0","0","207417","113199","342000","230375","1219460","138411","2112451"
"3165","26/5/2016","7","15","19","31","32","40","47","7,31","4","2","1","2","0","3","0","0","0","2","112263","67","2304","149","566","4186","50","4426","25","81381","10","0","224526","154368","84334","209300","110650","813810","90211","1596988"
"3164","23/5/2016","7","12","20","24","30","31","43","","2","4","1","2","2","1","0","1","2499459","4","76777","206","1025","377","306","9021","50","8098","25","144643","10","2499459","307108","211150","115362","451050","202450","1446430","162350","5233009"
"3163","19/5/2016","2","17","19","23","32","49","33","","4","2","1","2","1","1","1","0","0","5","43820","76","1982","208","395","4348","50","6262","25","84710","10","0","219100","150632","82160","217400","156550","847100","95609","1672942"
"3162","16/5/2016","1","10","24","26","36","47","4","1","2","4","2","0","2","1","1","1","8045163","8","91209","255","1968","598","458","13751","50","20354","25","261092","10","8045163","729672","501840","273884","687550","508850","2610920","296059","13357879"
"3161","12/5/2016","1","4","23","40","46","48","34","1","2","4","2","0","1","1","2","0","0","1","421333","169","1714","323","490","7487","50","9891","25","141934","10","0","421333","289666","158270","374350","247275","1419340","159805","2910234"
"3160","9/5/2016","1","12","26","29","39","49","42","49","4","2","1","1","2","1","1","0","0","3","103092","96","2215","244","476","6121","50","7075","25","112758","10","0","309276","212640","116144","306050","176875","1127580","126297","2248565"
"3159","5/5/2016","9","20","23","46","48","49","42","9","3","3","1","1","1","0","3","0","0","2","116721","98","1638","227","386","4916","50","5451","25","82815","10","0","233442","160524","87622","245800","136275","828150","93509","1691813"
"3158","2/5/2016","6","7","8","9","14","19","48","","3","3","4","2","0","0","0","5","222182","4","58469","481","335","417","211","15579","50","7733","25","169778","10","1110910","233876","161135","87987","778950","193325","1697780","193997","4263963"
"3157","28/4/2016","3","20","26","31","34","40","30","3","2","4","1","1","1","3","0","1","4661193","2","215039","176","1680","374","432","8061","50","12270","25","151977","10","4661193","430078","295680","161568","403050","306750","1519770","172861","7778089"
"3156","25/4/2016","1","3","4","22","37","41","31","","4","2","3","0","1","1","1","0","0","1","784069","106","2076","308","390","6565","50","9460","25","132331","10","0","784069","220056","120120","328250","236500","1323310","148771","3012305"
"3155","21/4/2016","13","14","19","32","33","48","42","14","3","3","0","3","0","2","1","0","0","0","0","81","1964","166","523","3833","50","5047","25","73790","10","0","0","159084","86818","191650","126175","737900","82917","1301627"
"3154","18/4/2016","11","14","21","28","30","39","49","28","3","3","0","2","3","1","0","1","1105998","0","0","79","2027","180","486","4773","50","5427","25","92072","10","1105998","0","160133","87480","238650","135675","920720","102532","2648656"
"3153","14/4/2016","3","4","19","26","28","34","30","","2","4","2","1","2","1","0","4","1967861","9","76065","283","1664","738","348","15956","50","20739","25","287318","10","7871444","684585","470912","256824","797800","518475","2873180","325047","13473220"
"3152","11/4/2016","9","13","16","18","48","49","42","","3","3","1","3","0","0","2","0","0","5","87364","202","1487","413","397","9784","50","11373","25","179126","10","0","436820","300374","163961","489200","284325","1791260","200903","3465940"
"3151","7/4/2016","1","7","30","32","38","46","23","38","2","4","2","0","1","2","1","0","0","3","97561","95","2119","249","441","4651","50","8395","25","99123","10","0","292683","201305","109809","232550","209875","991230","112516","2037452"
"3150","4/4/2016","10","15","22","28","34","38","12","22","1","5","1","1","2","2","0","0","0","3","81023","98","1706","273","334","4794","50","7684","25","87544","10","0","243069","167188","91182","239700","192100","875440","100396","1808679"
"3149","31/3/2016","20","21","22","31","39","46","32","39","3","3","0","1","2","2","1","1","2612507","1","303923","103","2029","260","439","5575","50","7137","25","107200","10","2612507","303923","208987","114140","278750","178425","1072000","120277","4768732"
"3148","28/3/2016","8","9","15","28","36","39","33","9,28","3","3","2","1","1","2","0","0","0","4","61520","166","1020","361","256","7258","50","9321","25","118919","10","0","246080","169320","92416","362900","233025","1189190","136029","2292931"
"3147","24/3/2016","4","9","28","35","38","44","36","","2","4","2","0","1","2","1","1","2656339","2","151622","100","2085","270","422","6184","50","8207","25","116831","10","2656339","303244","208500","113940","309200","205175","1168310","131595","4964708"
"3146","21/3/2016","8","12","20","39","43","47","9","20","3","3","1","2","0","1","2","0","0","2","127994","103","1709","272","353","4769","50","8572","25","89835","10","0","255988","176027","96016","238450","214300","898350","103553","1879131"
"3145","17/3/2016","2","3","20","21","30","33","12","33","3","3","2","1","2","1","0","1","1159310","9","27119","133","1262","578","159","6374","50","12752","25","106305","10","1159310","244071","167846","91902","318700","318800","1063050","126152","3363679"
"3144","14/3/2016","8","10","24","29","31","33","4","29,33","3","3","2","0","2","2","0","4","2163551","8","94675","296","1760","885","321","17179","50","24257","25","307158","10","8654204","757400","520960","284085","858950","606425","3071580","349787","14753604"
"3143","10/3/2016","25","29","32","33","34","49","13","33","4","2","0","0","2","3","1","0","0","2","228128","132","2377","387","443","7974","50","11974","25","150313","10","0","456256","313764","171441","398700","299350","1503130","170782","3142641"
"3142","7/3/2016","9","18","30","33","45","47","25","33","4","2","1","1","1","1","2","0","0","3","115253","107","2222","334","389","6596","50","10062","25","127981","10","0","345759","237754","129926","329800","251550","1279810","145083","2574599"
"3141","3/3/2016","6","14","24","33","38","41","25","","2","4","1","1","1","2","1","0","0","2","131264","120","1505","297","332","5953","50","8712","25","99836","10","0","262528","180600","98604","297650","217800","998360","114920","2055542"
"3140","29/2/2016","8","11","15","17","28","47","18","17","4","2","1","3","1","0","1","3","1818836","3","175685","271","1338","664","298","12712","50","19848","25","233894","10","5456508","527055","362598","197872","635600","496200","2338940","267395","10014773"
"3139","25/2/2016","7","14","17","23","35","49","31","","5","1","1","2","1","1","1","0","0","2","168267","114","2030","280","451","6788","50","8908","25","127490","10","0","336534","231420","126280","339400","222700","1274900","143582","2531234"
"3138","22/2/2016","10","18","22","37","39","40","46","18","2","4","1","1","1","3","0","0","0","4","71289","89","2203","230","465","5313","50","6467","25","101494","10","0","285156","196067","106950","265650","161675","1014940","113597","2030438"
"3137","19/2/2016","16","18","20","21","27","49","23","49","3","3","0","3","2","0","1","2","6971841","20","122838","936","1805","2542","363","53319","50","71812","25","964183","10","13943682","2456760","1689480","922746","2665950","1795300","9641830","1092814","33115748"
"3136","15/2/2016","3","5","29","40","43","49","21","49","5","1","2","0","1","1","2","0","0","3","136081","129","2176","341","449","7186","50","10004","25","142204","10","0","408243","280704","153109","359300","250100","1422040","159867","2873496"
"3135","11/2/2016","7","8","17","39","46","49","13","","4","2","2","1","0","1","2","1","9545480","10","89225","360","1704","999","335","18318","50","24852","25","338822","10","9545480","892250","613440","334665","915900","621300","3388220","383362","16311255"
"3134","8/2/2016","13","14","16","21","24","42","7","21","2","4","0","3","2","0","1","0","0","9","56127","212","1639","535","355","10250","50","16438","25","188575","10","0","505143","347468","189925","512500","410950","1885750","216019","3851736"
"3133","4/2/2016","2","21","26","34","39","49","3","","3","3","1","0","2","2","1","0","0","4","86892","92","2598","371","352","5770","50","9435","25","114911","10","0","347568","239016","130592","288500","235875","1149110","130583","2390661"
"3132","1/2/2016","9","10","11","22","23","32","6","22","3","3","2","1","2","1","0","0","0","4","66156","218","835","621","160","8935","50","14566","25","134191","10","0","264624","182030","99360","446750","364150","1341910","158535","2698824"
"3131","28/1/2016","4","20","22","40","41","48","21","40,48","1","5","1","1","1","1","2","1","4969571","3","267984","158","2055","395","449","8582","50","11648","25","162308","10","4969571","803952","324690","177355","429100","291200","1623080","183095","8618948"
"3130","25/1/2016","16","17","19","35","40","48","37","","3","3","0","3","0","2","1","0","0","0","0","106","2152","237","525","5765","50","7385","25","110315","10","0","0","228112","124425","288250","184625","1103150","123808","1928562"
"3129","21/1/2016","2","11","23","24","33","44","28","11","3","3","1","1","2","1","1","0","0","6","40380","92","1811","297","306","4822","50","7400","25","90849","10","0","242280","166612","90882","241100","185000","908490","103466","1834364"
"3128","18/1/2016","4","11","40","43","48","49","17","4","3","3","1","1","0","1","3","1","2814695","5","66966","108","2132","297","423","5845","50","8262","25","110335","10","2814695","334830","230256","125631","292250","206550","1103350","124853","5107562"
"3127","14/1/2016","1","2","4","7","28","41","18","","3","3","4","0","1","0","1","0","0","2","128870","236","751","404","240","9048","50","10207","25","132014","10","0","257740","177236","96960","452400","255175","1320140","151911","2559651"
"3126","11/1/2016","13","20","22","29","36","37","33","20","3","3","0","2","2","2","0","0","0","2","4559710","300","1732","643","441","14594","50","20967","25","273872","10","0","9119420","519600","283563","729700","524175","2738720","310378","13915178"
"3125","7/1/2016","3","5","6","20","21","45","33","3","4","2","3","1","1","0","1","0","0","5","88259","212","1432","547","303","11876","50","14203","25","206662","10","0","441295","303584","165741","593800","355075","2066620","233505","3926115"
"3124","4/1/2016","3","9","18","28","31","46","32","9","3","3","2","1","1","1","1","0","0","2","281992","124","1748","261","453","7530","50","8103","25","135097","10","0","563984","216752","118233","376500","202575","1350970","151117","2829014"
"3123","31/12/2015","9","21","23","35","38","41","36","35","5","1","1","0","2","2","1","0","0","0","0","81","2113","205","456","5103","50","6201","25","99270","10","0","0","171153","93480","255150","155025","992700","110860","1667508"
"3122","28/12/2015","7","15","16","17","35","47","41","","5","1","1","3","0","1","1","1","4534221","3","139582","179","1609","354","444","8711","50","11578","25","162008","10","4534221","418746","288011","157176","435550","289450","1620080","182834","7743234"
"3121","24/12/2015","10","20","21","27","33","46","37","","3","3","1","1","2","1","1","0","0","4","73997","84","2423","230","483","5172","50","6936","25","103336","10","0","295988","203532","111090","258600","173400","1033360","115762","2075970"
"3120","21/12/2015","11","14","18","22","35","43","28","","3","3","0","3","1","1","1","0","0","1","239840","79","2088","275","328","4924","50","7942","25","91061","10","0","239840","164952","90200","246200","198550","910610","104282","1850352"
"3119","17/12/2015","2","12","17","19","20","33","27","33","3","3","1","4","0","1","0","1","1091584","8","28726","143","1105","345","250","7302","50","9567","25","116162","10","1091584","229808","158015","86250","365100","239175","1161620","133528","3331552"
"3118","14/12/2015","6","21","25","29","33","40","31","","4","2","1","0","3","2","0","1","4617220","5","86632","204","1460","479","340","9359","50","12431","25","168039","10","4617220","433160","297840","162860","467950","310775","1680390","190518","7970195"
"3117","10/12/2015","4","8","11","39","44","46","29","44","2","4","2","1","0","1","2","0","0","5","107778","91","2250","266","420","5551","50","7970","25","111735","10","0","538890","204750","111720","277550","199250","1117350","125618","2449510"
"3116","7/12/2015","5","24","26","36","44","49","19","","2","4","1","0","2","1","2","0","0","0","0","72","2303","208","435","4276","50","6268","25","80495","10","0","0","165816","90480","213800","156700","804950","91319","1431746"
"3115","3/12/2015","17","20","34","37","43","48","32","37","3","3","0","2","0","2","2","2","3859582","1","651039","219","2044","500","489","11506","50","15370","25","212738","10","7719164","651039","447636","244500","575300","384250","2127380","240336","12149269"
"3114","30/11/2015","11","31","35","37","44","46","42","44,46","4","2","0","1","0","3","2","0","0","4","111652","143","2148","369","454","7637","50","10732","25","145098","10","0","446608","307164","167526","381850","268300","1450980","163983","3022428"
"3113","26/11/2015","2","24","34","43","44","46","28","44,46","1","5","1","0","1","1","3","0","0","1","290744","87","2298","208","525","4811","50","6238","25","91216","10","0","290744","199926","109200","240550","155950","912160","102561","1908530"
"3112","23/11/2015","5","31","36","39","44","46","43","","3","3","1","0","0","3","2","0","0","3","78901","76","2142","206","431","3953","50","5215","25","75188","10","0","236703","162792","88786","197650","130375","751880","84641","1568186"
"3111","19/11/2015","1","14","19","37","40","47","9","","4","2","1","2","0","2","1","1","4590360","7","59782","78","3689","430","365","6964","50","14071","25","140644","10","4590360","418474","287742","156950","348200","351775","1406440","162195","7559941"
"3110","16/11/2015","3","5","18","41","46","48","40","41","3","3","2","1","0","0","3","0","0","1","306509","106","1988","217","530","5346","50","6914","25","105131","10","0","306509","210728","115010","267300","172850","1051310","117715","2123707"
"3109","12/11/2015","8","10","11","12","33","41","1","","3","3","2","2","0","1","1","0","0","8","30177","169","983","848","107","9947","50","17585","25","146422","10","0","241416","166127","90736","497350","439625","1464220","174979","2899474"
"3108","9/11/2015","3","17","36","40","48","49","12","","3","3","1","1","0","2","2","0","0","3","2697280","203","2254","548","456","11458","50","16210","25","216817","10","0","8091840","457562","249888","572900","405250","2168170","245239","11945610"
"3107","5/11/2015","2","26","27","28","37","47","17","27","3","3","1","0","3","1","1","0","0","5","78316","152","1772","505","291","7125","50","12571","25","135404","10","0","391580","269344","146955","356250","314275","1354040","155762","2832444"
"3106","2/11/2015","1","10","18","27","35","48","30","18","3","3","2","1","1","1","1","0","0","3","168872","125","1612","248","444","5905","50","7681","25","109066","10","0","506616","201500","110112","295250","192025","1090660","123028","2396163"
"3105","29/10/2015","7","9","18","26","36","46","43","","2","4","2","1","1","1","1","0","0","0","0","96","1530","209","384","5473","50","5360","25","96049","10","0","0","146880","80256","273650","134000","960490","107187","1595276"
"3104","26/10/2015","1","5","22","28","48","49","8","5,22,48,49","3","3","2","0","2","0","2","1","2373626","3","95096","99","1982","387","277","5882","50","11467","25","98078","10","2373626","285288","196218","107199","294100","286675","980780","115917","4523886"
"3103","22/10/2015","5","16","22","29","48","49","27","","3","3","1","1","2","0","2","0","0","4","53607","87","1695","181","445","4036","50","5549","25","78372","10","0","214428","147465","80545","201800","138725","783720","88229","1566683"
"3102","19/10/2015","10","13","27","36","39","45","47","","4","2","1","1","1","2","1","1","4401337","3","141282","162","1799","364","437","8972","50","9721","25","161532","10","4401337","423846","291438","159068","448600","243025","1615320","180755","7582634"
"3101","15/10/2015","7","14","23","25","28","33","31","28","4","2","1","1","3","1","0","0","0","1","273589","98","1920","294","349","6329","50","8290","25","113563","10","0","273589","188160","102606","316450","207250","1135630","128575","2223685"
"3100","12/10/2015","6","11","17","28","41","48","19","6","3","3","1","2","1","0","2","0","0","3","76388","82","1922","258","334","4572","50","7158","25","86792","10","0","229164","157604","86172","228600","178950","867920","98865","1748410"
"3099","8/10/2015","6","8","15","20","25","45","22","20","3","3","2","2","1","0","1","1","1051401","5","44270","182","837","413","201","8761","50","8384","25","121610","10","1051401","221350","152334","83013","438050","209600","1216100","139356","3371848"
"3098","5/10/2015","1","4","7","20","26","28","18","","2","4","3","1","2","0","0","1","1096179","1","625091","153","1037","440","197","7557","50","10048","25","119620","10","1096179","625091","158661","86680","377850","251200","1196200","137820","3791861"
"3097","1/10/2015","3","6","15","27","36","41","49","41","4","2","2","1","1","1","1","1","4241221","0","0","171","1586","332","446","8986","50","8957","25","162573","10","4241221","0","271206","148072","449300","223925","1625730","181020","6959454"
"3096","28/9/2015","12","32","35","40","41","47","25","40","3","3","0","1","0","3","2","0","0","2","143043","90","2186","211","509","4535","50","6326","25","86854","10","0","286086","196740","107399","226750","158150","868540","98018","1843665"
"3095","24/9/2015","8","16","25","29","31","40","11","8","3","3","1","1","2","2","0","0","0","5","42498","99","1476","309","258","4445","50","7724","25","81760","10","0","212490","146124","79722","222250","193100","817600","94342","1671286"
"3094","21/9/2015","8","9","10","19","28","33","24","8","3","3","3","1","1","1","0","4","1077108","6","69317","442","647","758","206","18152","50","17136","25","254025","10","4308432","415902","285974","156148","907600","428400","2540250","290523","9042706"
"3093","17/9/2015","5","8","20","30","35","49","12","","3","3","2","1","1","1","1","0","0","2","132440","97","1878","387","257","6290","50","10754","25","112267","10","0","264880","182166","99459","314500","268850","1122670","129797","2252525"
"3092","14/9/2015","3","13","14","19","25","31","47","","5","1","1","3","1","1","0","0","0","1","226260","122","1276","173","491","6192","50","4854","25","106713","10","0","226260","155672","84943","309600","121350","1067130","118055","1964955"
"3091","10/9/2015","27","33","38","39","41","47","35","","5","1","0","0","1","3","2","1","1057094","2","111274","92","1664","199","420","4016","50","5675","25","71501","10","1057094","222548","153088","83580","200800","141875","715010","81486","2573995"
"3090","7/9/2015","1","3","12","15","26","31","16","1","4","2","2","2","1","1","0","1","2501485","2","148898","201","1019","342","327","8958","50","10650","25","146499","10","2501485","297796","204819","111834","447900","266250","1464990","166653","5295074"
"3089","3/9/2015","1","9","10","23","24","32","5","9","3","3","3","0","2","1","0","0","0","3","76278","145","1085","525","164","6718","50","13944","25","111294","10","0","228834","157325","86100","335900","348600","1112940","132629","2269699"
"3088","31/8/2015","5","8","9","12","18","48","24","48","2","4","3","2","0","0","1","2","1256952","4","76767","338","625","636","182","14766","50","14504","25","203399","10","2513904","307068","211250","115752","738300","362600","2033990","233649","6282864"
"3087","27/8/2015","13","16","19","23","25","48","11","23","4","2","0","3","2","0","1","0","0","1","222179","72","2122","216","386","4059","50","7868","25","78617","10","0","222179","152784","83376","202950","196700","786170","90833","1644159"
"3086","24/8/2015","5","7","8","23","29","33","42","33","5","1","3","0","2","1","0","1","7281576","8","80449","423","1047","848","285","20940","50","20230","25","342106","10","7281576","643592","442881","241680","1047000","505750","3421060","384556","13583539"
"3085","20/8/2015","3","14","19","33","38","41","22","","4","2","1","2","0","2","1","0","0","5","78397","145","1859","409","360","8614","50","11352","25","150137","10","0","391985","269555","147240","430700","283800","1501370","170662","3024650"
"3084","17/8/2015","2","6","20","21","27","36","31","","2","4","2","1","2","1","0","0","0","3","93759","116","1668","305","346","6636","50","7945","25","118818","10","0","281277","193488","105530","331800","198625","1188180","133823","2298900"
"3083","13/8/2015","8","10","12","34","38","48","19","8,12","0","6","2","1","0","2","1","0","0","1","216117","91","1633","251","323","5102","50","6992","25","93469","10","0","216117","148603","81073","255100","174800","934690","105906","1810383"
"3082","10/8/2015","6","7","8","12","37","45","1","","3","3","3","1","0","1","1","1","2314529","6","45610","154","1222","583","177","8688","50","14743","25","147388","10","2314529","273660","188188","103191","434400","368575","1473880","171563","5156423"
"3081","6/8/2015","11","15","20","33","38","40","8","","3","3","0","3","0","3","0","0","0","7","30516","83","1770","443","181","4651","50","11694","25","82727","10","0","213612","146910","80183","232550","292350","827270","99605","1792875"
"3080","3/8/2015","18","21","23","25","26","41","40","21,25","4","2","0","1","4","0","1","4","1062436","4","102618","136","2075","345","447","8420","50","9541","25","153737","10","4249744","410472","282200","154215","421000","238525","1537370","172187","7293526"
"3079","30/7/2015","2","10","13","21","25","49","7","","4","2","2","1","2","0","1","0","0","3","90675","110","1701","423","242","5737","50","10889","25","101859","10","0","272025","187110","102366","286850","272225","1018590","119021","2139166"
"3078","27/7/2015","6","9","40","42","43","46","37","","2","4","2","0","0","1","3","0","0","2","106095","73","1999","160","498","4169","50","4857","25","77396","10","0","212190","145927","79680","208450","121425","773960","86657","1541632"
"3077","23/7/2015","4","13","18","24","34","37","48","34","2","4","1","2","1","2","0","1","4098115","3","126857","168","1558","305","468","7979","50","8598","25","142178","10","4098115","380571","261744","142740","398950","214950","1421780","159232","6918850"
"3076","20/7/2015","3","17","25","28","34","46","27","","3","3","1","1","2","1","1","0","0","1","271186","95","1963","298","342","5232","50","8311","25","97187","10","0","271186","186485","101916","261600","207775","971870","111124","2000832"
"3075","16/7/2015","2","10","30","32","42","48","19","42","0","6","2","0","1","1","2","0","0","3","70336","65","2232","347","229","3186","50","5262","25","66436","10","0","211008","145080","79463","159300","131550","664360","75299","1390761"
"3074","13/7/2015","31","33","34","35","37","42","6","33,42","4","2","0","0","0","5","1","1","1045633","1","220134","77","1966","149","555","3948","50","5020","25","67143","10","1045633","220134","151382","82695","197400","125500","671430","76339","2494174"
"3073","9/7/2015","5","24","33","38","42","44","49","","2","4","1","0","1","2","2","1","1040297","1","219010","104","1448","171","481","5065","50","4883","25","86773","10","1040297","219010","150592","82251","253250","122075","867730","96998","2735205"
"3072","6/7/2015","1","6","9","18","21","35","26","21","4","2","3","1","1","1","0","2","2138108","6","70080","288","1004","630","251","13264","50","14497","25","213821","10","4276216","420480","289152","158130","663200","362425","2138210","242508","8307813"
"3071","2/7/2015","7","12","13","21","30","32","5","","3","3","1","2","2","1","0","0","0","6","44563","161","1142","553","182","8147","50","13755","25","129542","10","0","267378","183862","100646","407350","343875","1295420","152164","2598531"
"3070","29/6/2015","2","14","15","26","29","31","8","14,29","3","3","1","2","2","1","0","0","0","3","70802","101","1446","273","292","4661","50","8351","25","83093","10","0","212406","146046","79716","233050","208775","830930","96482","1710923"
"3069","25/6/2015","14","29","36","38","39","41","20","","3","3","0","1","1","3","1","1","2263956","1","263709","91","1993","236","420","4751","50","6530","25","87573","10","2263956","263709","181363","99120","237550","163250","875730","99183","4084678"
"3068","22/6/2015","3","18","22","33","47","49","9","","4","2","1","1","1","1","2","0","0","3","70972","66","2218","207","386","3860","50","6493","25","73614","10","0","212916","146388","79902","193000","162325","736140","84243","1530671"
"3067","18/6/2015","5","20","28","35","39","46","15","","3","3","1","1","1","2","1","2","1174123","6","82395","112","1701","324","321","4890","50","9968","25","93687","10","2348246","494370","190512","104004","244500","249200","936870","108989","4567702"
"3066","15/6/2015","9","21","26","27","29","48","20","","4","2","1","0","4","0","1","0","0","0","0","70","2136","205","398","4646","50","6147","25","87875","10","0","0","149520","81590","232300","153675","878750","98943","1495835"
"3065","11/6/2015","7","11","13","16","38","46","41","38","3","3","1","3","0","1","1","2","3505578","4","145115","228","1751","534","408","12539","50","15185","25","237223","10","7011156","580460","399228","217872","626950","379625","2372230","265715","11587521"
"3064","8/6/2015","20","31","35","38","42","49","46","","3","3","0","1","0","3","2","0","0","6","68864","142","2001","322","482","7109","50","8925","25","132985","10","0","413184","284142","155204","355450","223125","1329850","149489","2760955"
"3063","4/6/2015","3","6","8","14","18","41","31","14","2","4","3","2","0","0","1","0","0","10","26182","179","1006","515","191","8715","50","10468","25","133142","10","0","261820","180074","98365","435750","261700","1331420","153029","2569129"
"3062","1/6/2015","5","9","14","29","32","36","28","5","3","3","2","1","1","2","0","0","0","5","44115","117","1297","289","287","5297","50","7572","25","96223","10","0","220575","151749","82943","264850","189300","962230","109503","1871647"
"3061","28/5/2015","5","13","20","26","31","38","6","13,26","3","3","1","2","1","2","0","1","2265623","5","52107","119","1506","416","235","6983","50","10672","25","116935","10","2265623","260535","179214","97760","349150","266800","1169350","135131","4588432"
"3060","25/5/2015","13","17","19","24","26","43","25","","4","2","0","3","2","0","1","0","0","3","72148","76","1958","236","344","4565","50","6453","25","79589","10","0","216444","148808","81184","228250","161325","795890","90922","1631901"
"3059","21/5/2015","6","20","22","35","36","41","8","41","2","4","1","1","1","2","1","1","2291593","1","263097","89","2033","237","417","4878","50","7852","25","91535","10","2291593","263097","180937","98829","243900","196300","915350","104593","4190006"
"3058","18/5/2015","17","23","32","33","41","45","15","17,45","5","1","0","1","1","2","2","0","0","1","219345","60","2514","182","452","3985","50","5508","25","74126","10","0","219345","150840","82264","199250","137700","741260","83862","1530659"
"3057","14/5/2015","8","17","19","45","47","48","14","","4","2","1","2","0","0","3","1","2325270","4","66694","92","1994","233","430","5023","50","7145","25","94754","10","2325270","266776","183448","100190","251150","178625","947540","107252","4252999"
"3056","11/5/2015","3","6","7","20","21","23","33","","4","2","3","1","2","0","0","0","0","4","55689","188","815","378","221","7933","50","9345","25","129159","10","0","222756","153220","83538","396650","233625","1291590","147007","2381379"
"3055","7/5/2015","8","10","17","24","32","43","26","17","2","4","2","1","1","1","1","1","1037428","2","109203","89","1688","234","350","5142","50","7018","25","90982","10","1037428","218406","150232","81900","257100","175450","909820","103468","2830336"
"3054","4/5/2015","6","11","17","22","25","36","42","","3","3","1","2","2","1","0","1","2433920","4","73104","154","1306","347","316","8212","50","8471","25","134909","10","2433920","292416","201124","109652","410600","211775","1349090","152098","5008577"
"3053","30/4/2015","18","19","28","37","46","48","4","46","2","4","0","2","1","1","2","0","0","2","109996","58","2608","178","464","4414","50","5552","25","71746","10","0","219992","151264","82592","220700","138800","717460","81950","1530808"
"3052","27/4/2015","2","14","30","31","46","47","12","","2","4","1","1","1","1","2","1","4401912","2","205526","127","2226","372","415","7214","50","11048","25","136103","10","4401912","411052","282702","154380","360700","276200","1361030","154867","7247976"
"3051","23/4/2015","1","9","15","28","42","45","40","9","4","2","2","1","1","0","2","0","0","3","94306","134","1452","297","358","6796","50","7206","25","124593","10","0","282918","194568","106326","339800","180150","1245930","139029","2349692"
"3050","20/4/2015","9","16","17","25","27","36","7","","4","2","1","2","2","1","0","0","0","8","29095","162","988","659","133","7363","50","13162","25","109434","10","0","232760","160056","87647","368150","329050","1094340","130788","2272003"
"3049","16/4/2015","3","4","18","32","35","48","6","32","2","4","2","1","0","2","1","1","2574194","2","149212","86","2386","279","402","5352","50","8390","25","107929","10","2574194","298424","205196","112158","267600","209750","1079290","122039","4746612"
"3048","13/4/2015","6","13","31","32","40","43","3","6,43","3","3","1","1","0","3","1","0","0","6","40586","75","2233","240","381","4717","50","7463","25","89603","10","0","243516","167475","91440","235850","186575","896030","102104","1820886"
"3047","9/4/2015","6","12","21","24","25","43","29","21","3","3","1","1","3","0","1","3","2452072","4","141451","271","1436","566","375","13089","50","16157","25","230814","10","7356216","565804","389156","212250","654450","403925","2308140","260904","11889941"
"3046","6/4/2015","3","18","21","42","45","49","25","42","4","2","1","1","1","0","3","0","0","8","52378","152","1896","414","380","7671","50","10421","25","147875","10","0","419024","288192","157320","383550","260525","1478750","166541","2987361"
"3045","2/4/2015","11","19","22","29","42","46","2","11","3","3","0","2","2","0","2","0","0","6","51284","110","1924","412","281","6035","50","10186","25","112731","10","0","307704","211640","115772","301750","254650","1127310","129480","2318826"
