"Draw","Date","Grouping","Number_of_winners","Prize_money"
"3281","6/7/2017","Group 3","83","1878"
"3280","3/7/2017","Group 3","158","1026"
"3279","29/6/2017","Group 3","212","1352"
"3278","26/6/2017","Group 3","110","1832"
"3277","22/6/2017","Group 3","65","2268"
"3276","19/6/2017","Group 3","170","1653"
"3275","15/6/2017","Group 3","71","2583"
"3274","12/6/2017","Group 3","118","1314"
"3273","8/6/2017","Group 3","91","1665"
"3272","5/6/2017","Group 3","117","1719"
"3271","1/6/2017","Group 3","79","1918"
"3270","29/5/2017","Group 3","95","2176"
"3269","25/5/2017","Group 3","87","1771"
"3268","22/5/2017","Group 3","164","970"
"3267","18/5/2017","Group 3","63","2435"
"3266","15/5/2017","Group 3","203","1418"
"3265","11/5/2017","Group 3","283","687"
"3264","8/5/2017","Group 3","63","2610"
"3263","4/5/2017","Group 3","164","1644"
"3262","1/5/2017","Group 3","117","1745"
"3261","27/4/2017","Group 3","66","2337"
"3260","24/4/2017","Group 3","85","1885"
"3259","20/4/2017","Group 3","83","1877"
"3258","17/4/2017","Group 3","105","1550"
"3257","13/4/2017","Group 3","159","1273"
"3256","10/4/2017","Group 3","139","1234"
"3255","6/4/2017","Group 3","158","1866"
"3254","3/4/2017","Group 3","119","1884"
"3253","30/3/2017","Group 3","54","3058"
"3252","27/3/2017","Group 3","224","2110"
"3251","23/3/2017","Group 3","192","1476"
"3250","20/3/2017","Group 3","74","2913"
"3249","16/3/2017","Group 3","150","1114"
"3248","13/3/2017","Group 3","156","2007"
"3247","9/3/2017","Group 3","254","844"
"3246","6/3/2017","Group 3","78","2295"
"3245","2/3/2017","Group 3","139","1293"
"3244","27/2/2017","Group 3","131","1425"
"3243","23/2/2017","Group 3","326","1507"
"3242","20/2/2017","Group 3","184","1780"
"3241","16/2/2017","Group 3","107","2153"
"3240","13/2/2017","Group 3","128","1441"
"3239","10/2/2017","Group 3","1052","1514"
"3238","6/2/2017","Group 3","458","1472"
"3237","2/2/2017","Group 3","182","2135"
"3236","30/1/2017","Group 3","150","1787"
"3235","26/1/2017","Group 3","128","1484"
"3234","23/1/2017","Group 3","241","1349"
"3233","19/1/2017","Group 3","145","1489"
"3232","16/1/2017","Group 3","136","1285"
"3231","12/1/2017","Group 3","306","1587"
"3230","9/1/2017","Group 3","114","2745"
"3229","5/1/2017","Group 3","87","2407"
"3228","2/1/2017","Group 3","88","1975"
"3227","29/12/2016","Group 3","86","1888"
"3226","26/12/2016","Group 3","118","1357"
"3225","22/12/2016","Group 3","217","2076"
"3224","19/12/2016","Group 3","201","1492"
"3223","15/12/2016","Group 3","87","2214"
"3222","12/12/2016","Group 3","65","2488"
"3221","8/12/2016","Group 3","82","1838"
"3220","5/12/2016","Group 3","490","950"
"3219","1/12/2016","Group 3","171","1563"
"3218","28/11/2016","Group 3","110","1786"
"3217","24/11/2016","Group 3","72","2043"
"3216","21/11/2016","Group 3","79","2555"
"3215","17/11/2016","Group 3","85","1807"
"3214","14/11/2016","Group 3","285","1647"
"3213","10/11/2016","Group 3","137","1953"
"3212","7/11/2016","Group 3","86","2311"
"3211","3/11/2016","Group 3","77","1974"
"3210","31/10/2016","Group 3","111","1845"
"3209","27/10/2016","Group 3","94","1589"
"3208","24/10/2016","Group 3","81","2537"
"3207","20/10/2016","Group 3","87","1798"
"3206","17/10/2016","Group 3","226","1351"
"3205","13/10/2016","Group 3","116","1814"
"3204","10/10/2016","Group 3","111","1549"
"3203","6/10/2016","Group 3","263","1866"
"3202","3/10/2016","Group 3","220","1408"
"3201","29/9/2016","Group 3","112","1809"
"3200","26/9/2016","Group 3","96","1645"
"3199","22/9/2016","Group 3","284","1707"
"3198","19/9/2016","Group 3","147","2040"
"3197","15/9/2016","Group 3","133","1500"
"3196","12/9/2016","Group 3","104","1513"
"3195","8/9/2016","Group 3","315","914"
"3194","5/9/2016","Group 3","125","1664"
"3193","1/9/2016","Group 3","92","1717"
"3192","29/8/2016","Group 3","116","1885"
"3191","25/8/2016","Group 3","108","1509"
"3190","22/8/2016","Group 3","98","1814"
"3189","18/8/2016","Group 3","373","1391"
"3188","15/8/2016","Group 3","194","1571"
"3187","11/8/2016","Group 3","80","2372"
"3186","8/8/2016","Group 3","99","1634"
"3185","4/8/2016","Group 3","86","2327"
"3184","1/8/2016","Group 3","74","2216"
"3183","28/7/2016","Group 3","210","1371"
"3182","25/7/2016","Group 3","74","2735"
"3181","21/7/2016","Group 3","66","2255"
"3180","18/7/2016","Group 3","178","1660"
"3179","14/7/2016","Group 3","83","2338"
"3178","11/7/2016","Group 3","68","2376"
"3177","7/7/2016","Group 3","181","1106"
"3176","4/7/2016","Group 3","58","2802"
"3175","30/6/2016","Group 3","237","1192"
"3174","27/6/2016","Group 3","80","2585"
"3173","23/6/2016","Group 3","159","956"
"3172","20/6/2016","Group 3","212","965"
"3171","16/6/2016","Group 3","79","1951"
"3170","13/6/2016","Group 3","190","1120"
"3169","9/6/2016","Group 3","78","1984"
"3168","6/6/2016","Group 3","328","1488"
"3167","2/6/2016","Group 3","147","1986"
"3166","30/5/2016","Group 3","119","1743"
"3165","26/5/2016","Group 3","67","2304"
"3164","23/5/2016","Group 3","206","1025"
"3163","19/5/2016","Group 3","76","1982"
"3162","16/5/2016","Group 3","255","1968"
"3161","12/5/2016","Group 3","169","1714"
"3160","9/5/2016","Group 3","96","2215"
"3159","5/5/2016","Group 3","98","1638"
"3158","2/5/2016","Group 3","481","335"
"3157","28/4/2016","Group 3","176","1680"
"3156","25/4/2016","Group 3","106","2076"
"3155","21/4/2016","Group 3","81","1964"
"3154","18/4/2016","Group 3","79","2027"
"3153","14/4/2016","Group 3","283","1664"
"3152","11/4/2016","Group 3","202","1487"
"3151","7/4/2016","Group 3","95","2119"
"3150","4/4/2016","Group 3","98","1706"
"3149","31/3/2016","Group 3","103","2029"
"3148","28/3/2016","Group 3","166","1020"
"3147","24/3/2016","Group 3","100","2085"
"3146","21/3/2016","Group 3","103","1709"
"3145","17/3/2016","Group 3","133","1262"
"3144","14/3/2016","Group 3","296","1760"
"3143","10/3/2016","Group 3","132","2377"
"3142","7/3/2016","Group 3","107","2222"
"3141","3/3/2016","Group 3","120","1505"
"3140","29/2/2016","Group 3","271","1338"
"3139","25/2/2016","Group 3","114","2030"
"3138","22/2/2016","Group 3","89","2203"
"3137","19/2/2016","Group 3","936","1805"
"3136","15/2/2016","Group 3","129","2176"
"3135","11/2/2016","Group 3","360","1704"
"3134","8/2/2016","Group 3","212","1639"
"3133","4/2/2016","Group 3","92","2598"
"3132","1/2/2016","Group 3","218","835"
"3131","28/1/2016","Group 3","158","2055"
"3130","25/1/2016","Group 3","106","2152"
"3129","21/1/2016","Group 3","92","1811"
"3128","18/1/2016","Group 3","108","2132"
"3127","14/1/2016","Group 3","236","751"
"3126","11/1/2016","Group 3","300","1732"
"3125","7/1/2016","Group 3","212","1432"
"3124","4/1/2016","Group 3","124","1748"
"3123","31/12/2015","Group 3","81","2113"
"3122","28/12/2015","Group 3","179","1609"
"3121","24/12/2015","Group 3","84","2423"
"3120","21/12/2015","Group 3","79","2088"
"3119","17/12/2015","Group 3","143","1105"
"3118","14/12/2015","Group 3","204","1460"
"3117","10/12/2015","Group 3","91","2250"
"3116","7/12/2015","Group 3","72","2303"
"3115","3/12/2015","Group 3","219","2044"
"3114","30/11/2015","Group 3","143","2148"
"3113","26/11/2015","Group 3","87","2298"
"3112","23/11/2015","Group 3","76","2142"
"3111","19/11/2015","Group 3","78","3689"
"3110","16/11/2015","Group 3","106","1988"
"3109","12/11/2015","Group 3","169","983"
"3108","9/11/2015","Group 3","203","2254"
"3107","5/11/2015","Group 3","152","1772"
"3106","2/11/2015","Group 3","125","1612"
"3105","29/10/2015","Group 3","96","1530"
"3104","26/10/2015","Group 3","99","1982"
"3103","22/10/2015","Group 3","87","1695"
"3102","19/10/2015","Group 3","162","1799"
"3101","15/10/2015","Group 3","98","1920"
"3100","12/10/2015","Group 3","82","1922"
"3099","8/10/2015","Group 3","182","837"
"3098","5/10/2015","Group 3","153","1037"
"3097","1/10/2015","Group 3","171","1586"
"3096","28/9/2015","Group 3","90","2186"
"3095","24/9/2015","Group 3","99","1476"
"3094","21/9/2015","Group 3","442","647"
"3093","17/9/2015","Group 3","97","1878"
"3092","14/9/2015","Group 3","122","1276"
"3091","10/9/2015","Group 3","92","1664"
"3090","7/9/2015","Group 3","201","1019"
"3089","3/9/2015","Group 3","145","1085"
"3088","31/8/2015","Group 3","338","625"
"3087","27/8/2015","Group 3","72","2122"
"3086","24/8/2015","Group 3","423","1047"
"3085","20/8/2015","Group 3","145","1859"
"3084","17/8/2015","Group 3","116","1668"
"3083","13/8/2015","Group 3","91","1633"
"3082","10/8/2015","Group 3","154","1222"
"3081","6/8/2015","Group 3","83","1770"
"3080","3/8/2015","Group 3","136","2075"
"3079","30/7/2015","Group 3","110","1701"
"3078","27/7/2015","Group 3","73","1999"
"3077","23/7/2015","Group 3","168","1558"
"3076","20/7/2015","Group 3","95","1963"
"3075","16/7/2015","Group 3","65","2232"
"3074","13/7/2015","Group 3","77","1966"
"3073","9/7/2015","Group 3","104","1448"
"3072","6/7/2015","Group 3","288","1004"
"3071","2/7/2015","Group 3","161","1142"
"3070","29/6/2015","Group 3","101","1446"
"3069","25/6/2015","Group 3","91","1993"
"3068","22/6/2015","Group 3","66","2218"
"3067","18/6/2015","Group 3","112","1701"
"3066","15/6/2015","Group 3","70","2136"
"3065","11/6/2015","Group 3","228","1751"
"3064","8/6/2015","Group 3","142","2001"
"3063","4/6/2015","Group 3","179","1006"
"3062","1/6/2015","Group 3","117","1297"
"3061","28/5/2015","Group 3","119","1506"
"3060","25/5/2015","Group 3","76","1958"
"3059","21/5/2015","Group 3","89","2033"
"3058","18/5/2015","Group 3","60","2514"
"3057","14/5/2015","Group 3","92","1994"
"3056","11/5/2015","Group 3","188","815"
"3055","7/5/2015","Group 3","89","1688"
"3054","4/5/2015","Group 3","154","1306"
"3053","30/4/2015","Group 3","58","2608"
"3052","27/4/2015","Group 3","127","2226"
"3051","23/4/2015","Group 3","134","1452"
"3050","20/4/2015","Group 3","162","988"
"3049","16/4/2015","Group 3","86","2386"
"3048","13/4/2015","Group 3","75","2233"
"3047","9/4/2015","Group 3","271","1436"
"3046","6/4/2015","Group 3","152","1896"
"3045","2/4/2015","Group 3","110","1924"
"3044","30/3/2015","Group 3","95","1854"
"3043","26/3/2015","Group 3","186","2047"
"3042","23/3/2015","Group 3","169","1902"
"3041","19/3/2015","Group 3","101","2105"
"3040","16/3/2015","Group 3","102","1726"
"3039","12/3/2015","Group 3","211","2058"
"3038","9/3/2015","Group 3","214","1507"
"3037","5/3/2015","Group 3","107","2191"
"3036","2/3/2015","Group 3","150","1154"
"3035","27/2/2015","Group 3","699","1690"
"3034","23/2/2015","Group 3","199","1178"
"3033","19/2/2015","Group 3","104","1779"
"3032","16/2/2015","Group 3","241","1830"
"3031","12/2/2015","Group 3","123","2296"
"3030","9/2/2015","Group 3","116","1841"
"3029","5/2/2015","Group 3","94","1675"
"3028","2/2/2015","Group 3","399","732"
"3027","29/1/2015","Group 3","73","2700"
"3026","26/1/2015","Group 3","65","2322"
"3025","22/1/2015","Group 3","96","1507"
"3024","19/1/2015","Group 3","169","1633"
"3023","15/1/2015","Group 3","112","1610"
"3022","12/1/2015","Group 3","76","1946"
"3021","8/1/2015","Group 3","190","968"
"3020","5/1/2015","Group 3","76","1997"
"3019","1/1/2015","Group 3","121","1639"
"3018","29/12/2014","Group 3","71","2130"
"3017","25/12/2014","Group 3","214","846"
"3016","22/12/2014","Group 3","72","2113"
"3015","18/12/2014","Group 3","235","767"
"3014","15/12/2014","Group 3","97","1554"
"3013","11/12/2014","Group 3","77","2345"
"3012","8/12/2014","Group 3","58","2708"
"3011","4/12/2014","Group 3","119","1657"
"3010","1/12/2014","Group 3","185","979"
"3009","27/11/2014","Group 3","201","1715"
"3008","24/11/2014","Group 3","176","1355"
"3007","20/11/2014","Group 3","146","1231"
"3006","17/11/2014","Group 3","90","1690"
"3005","13/11/2014","Group 3","290","1250"
"3004","10/11/2014","Group 3","145","1669"
"3003","6/11/2014","Group 3","55","3166"
"3002","3/11/2014","Group 3","81","1845"
"3001","30/10/2014","Group 3","121","1853"
"3000","27/10/2014","Group 3","92","1900"
"2999","23/10/2014","Group 3","64","2162"
"2998","20/10/2014","Group 3","166","1435"
"2997","16/10/2014","Group 3","83","1974"
"2996","13/10/2014","Group 3","61","2436"
"2995","9/10/2014","Group 3","95","2028"
"3766","19/5/2022","Group 4","712","288"
"3765","16/5/2022","Group 4","284","445"
"3764","12/5/2022","Group 4","194","469"
"3763","9/5/2022","Group 4","482","195"
"3762","5/5/2022","Group 4","292","436"
"3761","2/5/2022","Group 4","254","378"
"3760","28/4/2022","Group 4","378","328"
"3759","25/4/2022","Group 4","273","344"
"3758","21/4/2022","Group 4","280","453"
"3757","18/4/2022","Group 4","165","566"
"3756","14/4/2022","Group 4","1294","345"
"3755","11/4/2022","Group 4","850","268"
"3754","7/4/2022","Group 4","556","224"
"3753","4/4/2022","Group 4","215","452"
"3752","31/3/2022","Group 4","319","392"
"3751","28/3/2022","Group 4","417","228"
"3750","24/3/2022","Group 4","290","314"
"3749","21/3/2022","Group 4","432","225"
"3748","17/3/2022","Group 4","527","382"
"3747","14/3/2022","Group 4","288","440"
"3746","10/3/2022","Group 4","213","435"
"3745","7/3/2022","Group 4","225","431"
"3744","3/3/2022","Group 4","287","431"
"3743","28/2/2022","Group 4","228","434"
"3742","24/2/2022","Group 4","385","320"
"3741","21/2/2022","Group 4","254","400"
"3740","17/2/2022","Group 4","222","461"
"3739","14/2/2022","Group 4","301","361"
"3738","11/2/2022","Group 4","4426","275"
"3737","7/2/2022","Group 4","534","364"
"3736","3/2/2022","Group 4","240","516"
"3735","31/1/2022","Group 4","479","356"
"3734","27/1/2022","Group 4","269","370"
"3733","24/1/2022","Group 4","246","387"
"3732","21/1/2022","Group 4","1121","363"
"3731","17/1/2022","Group 4","267","400"
"3730","13/1/2022","Group 4","200","483"
"3729","10/1/2022","Group 4","1392","325"
"3728","7/1/2022","Group 4","1060","357"
"3727","3/1/2022","Group 4","323","429"
"3726","30/12/2021","Group 4","345","268"
"3725","27/12/2021","Group 4","390","241"
"3724","23/12/2021","Group 4","370","510"
"3723","20/12/2021","Group 4","342","376"
"3722","16/12/2021","Group 4","185","474"
"3721","13/12/2021","Group 4","271","342"
"3720","9/12/2021","Group 4","167","536"
"3719","6/12/2021","Group 4","495","414"
"3718","2/12/2021","Group 4","321","367"
"3717","29/11/2021","Group 4","408","230"
"3716","25/11/2021","Group 4","250","356"
"3715","22/11/2021","Group 4","461","291"
"3714","18/11/2021","Group 4","188","471"
"3713","15/11/2021","Group 4","1090","389"
"3712","11/11/2021","Group 4","558","354"
"3711","8/11/2021","Group 4","452","314"
"3710","4/11/2021","Group 4","165","561"
"3709","1/11/2021","Group 4","1379","313"
"3708","28/10/2021","Group 4","442","467"
"3707","25/10/2021","Group 4","308","443"
"3706","21/10/2021","Group 4","222","386"
"3705","18/10/2021","Group 4","1172","358"
"3704","14/10/2021","Group 4","537","380"
"3703","11/10/2021","Group 4","283","447"
"3702","7/10/2021","Group 4","149","604"
"3701","4/10/2021","Group 4","266","353"
"3700","30/9/2021","Group 4","320","381"
"3699","27/9/2021","Group 4","135","672"
"3698","23/9/2021","Group 4","578","353"
"3697","20/9/2021","Group 4","512","249"
"3696","16/9/2021","Group 4","257","346"
"3695","13/9/2021","Group 4","235","544"
"3694","9/9/2021","Group 4","193","473"
"3693","6/9/2021","Group 4","202","475"
"3692","2/9/2021","Group 4","238","372"
"3691","30/8/2021","Group 4","341","403"
"3690","26/8/2021","Group 4","175","513"
"3689","23/8/2021","Group 4","363","358"
"3688","19/8/2021","Group 4","245","368"
"3687","16/8/2021","Group 4","444","300"
"3686","12/8/2021","Group 4","187","497"
"3685","9/8/2021","Group 4","217","459"
"3684","5/8/2021","Group 4","335","276"
"3683","2/8/2021","Group 4","425","309"
"3682","29/7/2021","Group 4","262","351"
"3681","26/7/2021","Group 4","264","480"
"3680","22/7/2021","Group 4","169","538"
"3679","19/7/2021","Group 4","246","403"
"3678","15/7/2021","Group 4","658","194"
"3677","12/7/2021","Group 4","203","477"
"3676","8/7/2021","Group 4","737","175"
"3675","5/7/2021","Group 4","359","268"
"3674","1/7/2021","Group 4","573","225"
"3673","28/6/2021","Group 4","201","481"
"3672","24/6/2021","Group 4","393","318"
"3671","21/6/2021","Group 4","303","315"
"3670","17/6/2021","Group 4","403","300"
"3669","14/6/2021","Group 4","161","577"
"3668","10/6/2021","Group 4","631","192"
"3667","7/6/2021","Group 4","237","396"
"3666","3/6/2021","Group 4","251","348"
"3665","31/5/2021","Group 4","256","354"
"3664","27/5/2021","Group 4","218","385"
"3663","24/5/2021","Group 4","896","414"
"3662","20/5/2021","Group 4","502","352"
"3661","17/5/2021","Group 4","442","259"
"3660","13/5/2021","Group 4","213","419"
"3659","10/5/2021","Group 4","248","383"
"3658","6/5/2021","Group 4","187","478"
"3657","3/5/2021","Group 4","315","417"
"3656","29/4/2021","Group 4","283","324"
"3655","26/4/2021","Group 4","308","302"
"3654","22/4/2021","Group 4","939","427"
"3653","19/4/2021","Group 4","560","386"
"3652","15/4/2021","Group 4","288","436"
"3651","12/4/2021","Group 4","210","483"
"3650","8/4/2021","Group 4","750","180"
"3649","5/4/2021","Group 4","605","161"
"3648","1/4/2021","Group 4","1273","331"
"3647","29/3/2021","Group 4","507","444"
"3646","25/3/2021","Group 4","323","387"
"3645","22/3/2021","Group 4","252","403"
"3644","18/3/2021","Group 4","633","150"
"3643","15/3/2021","Group 4","211","484"
"3642","11/3/2021","Group 4","252","405"
"3641","8/3/2021","Group 4","855","306"
"3640","4/3/2021","Group 4","413","331"
"3639","1/3/2021","Group 4","364","280"
"3638","26/2/2021","Group 4","2033","398"
"3637","22/2/2021","Group 4","869","154"
"3636","18/2/2021","Group 4","428","391"
"3635","15/2/2021","Group 4","380","346"
"3634","11/2/2021","Group 4","271","452"
"3633","8/2/2021","Group 4","1495","357"
"3632","5/2/2021","Group 4","1241","367"
"3631","1/2/2021","Group 4","979","255"
"3630","28/1/2021","Group 4","339","367"
"3629","25/1/2021","Group 4","233","420"
"3628","21/1/2021","Group 4","309","300"
"3627","18/1/2021","Group 4","244","403"
"3626","14/1/2021","Group 4","243","391"
"3625","11/1/2021","Group 4","244","397"
"3624","7/1/2021","Group 4","499","191"
"3623","4/1/2021","Group 4","1625","286"
"3622","1/1/2021","Group 4","1236","299"
"3621","28/12/2020","Group 4","256","488"
"3620","24/12/2020","Group 4","287","299"
"3619","21/12/2020","Group 4","453","472"
"3618","17/12/2020","Group 4","290","393"
"3617","14/12/2020","Group 4","275","325"
"3616","10/12/2020","Group 4","237","360"
"3615","7/12/2020","Group 4","205","446"
"3614","3/12/2020","Group 4","600","330"
"3613","30/11/2020","Group 4","319","376"
"3612","26/11/2020","Group 4","272","311"
"3611","23/11/2020","Group 4","216","398"
"3610","19/11/2020","Group 4","243","468"
"3609","16/11/2020","Group 4","224","396"
"3608","12/11/2020","Group 4","900","215"
"3607","9/11/2020","Group 4","314","385"
"3606","5/11/2020","Group 4","216","393"
"3605","2/11/2020","Group 4","235","513"
"3604","29/10/2020","Group 4","183","474"
