"Draw","Date","Grouping","Number_of_winners","Prize_money"
"3627","18/1/2021","Group 6","6444","25"
"3626","14/1/2021","Group 6","6393","25"
"3625","11/1/2021","Group 6","6751","25"
"3624","7/1/2021","Group 6","12650","25"
"3623","4/1/2021","Group 6","42801","25"
"3622","1/1/2021","Group 6","31922","25"
"3621","28/12/2020","Group 6","7341","25"
"3620","24/12/2020","Group 6","8155","25"
"3619","21/12/2020","Group 6","13978","25"
"3618","17/12/2020","Group 6","8912","25"
"3617","14/12/2020","Group 6","7099","25"
"3616","10/12/2020","Group 6","6274","25"
"3615","7/12/2020","Group 6","6126","25"
"3614","3/12/2020","Group 6","16553","25"
"3613","30/11/2020","Group 6","9120","25"
"3612","26/11/2020","Group 6","7193","25"
"3611","23/11/2020","Group 6","5901","25"
"3610","19/11/2020","Group 6","7287","25"
"3609","16/11/2020","Group 6","6879","25"
"3608","12/11/2020","Group 6","22163","25"
"3607","9/11/2020","Group 6","8700","25"
"3606","5/11/2020","Group 6","5356","25"
"3605","2/11/2020","Group 6","7422","25"
"3604","29/10/2020","Group 6","5908","25"
"3603","26/10/2020","Group 6","10106","25"
"3602","22/10/2020","Group 6","5583","25"
"3601","19/10/2020","Group 6","16496","25"
"3600","15/10/2020","Group 6","5693","25"
"3599","12/10/2020","Group 6","6509","25"
"3598","8/10/2020","Group 6","8143","25"
"3597","5/10/2020","Group 6","8066","25"
"3596","1/10/2020","Group 6","10382","25"
"3595","28/9/2020","Group 6","5181","25"
"3594","24/9/2020","Group 6","6279","25"
"3593","21/9/2020","Group 6","6326","25"
"3592","17/9/2020","Group 6","13368","25"
"3591","14/9/2020","Group 6","5512","25"
"3590","10/9/2020","Group 6","6359","25"
"3589","7/9/2020","Group 6","8336","25"
"3588","3/9/2020","Group 6","6019","25"
"3587","31/8/2020","Group 6","5357","25"
"3586","27/8/2020","Group 6","6994","25"
"3585","24/8/2020","Group 6","5301","25"
"3584","20/8/2020","Group 6","4702","25"
"3583","17/8/2020","Group 6","6254","25"
"3582","13/8/2020","Group 6","5646","25"
"3581","10/8/2020","Group 6","8191","25"
"3580","6/8/2020","Group 6","4392","25"
"3579","3/8/2020","Group 6","9326","25"
"3578","30/7/2020","Group 6","8279","25"
"3577","27/7/2020","Group 6","6744","25"
"3576","23/7/2020","Group 6","5735","25"
"3575","20/7/2020","Group 6","5823","25"
"3574","16/7/2020","Group 6","5636","25"
"3573","13/7/2020","Group 6","5736","25"
"3572","9/7/2020","Group 6","4964","25"
"3571","6/7/2020","Group 6","5073","25"
"3570","2/7/2020","Group 6","3985","25"
"3569","29/6/2020","Group 6","5975","25"
"3568","25/6/2020","Group 6","7610","25"
"3567","2/4/2020","Group 6","7924","25"
"3566","30/3/2020","Group 6","9707","25"
"3565","26/3/2020","Group 6","6262","25"
"3564","23/3/2020","Group 6","5140","25"
"3563","19/3/2020","Group 6","24674","25"
"3562","16/3/2020","Group 6","13162","25"
"3561","12/3/2020","Group 6","9125","25"
"3560","9/3/2020","Group 6","8782","25"
"3559","5/3/2020","Group 6","8100","25"
"3558","2/3/2020","Group 6","6103","25"
"3557","27/2/2020","Group 6","23394","25"
"3556","24/2/2020","Group 6","13844","25"
"3555","20/2/2020","Group 6","9446","25"
"3554","17/2/2020","Group 6","6465","25"
"3553","13/2/2020","Group 6","9569","25"
"3552","10/2/2020","Group 6","8054","25"
"3551","7/2/2020","Group 6","62436","25"
"3550","3/2/2020","Group 6","11981","25"
"3549","30/1/2020","Group 6","7220","25"
"3548","27/1/2020","Group 6","13178","25"
"3547","23/1/2020","Group 6","9757","25"
"3546","20/1/2020","Group 6","6713","25"
"3545","17/1/2020","Group 6","43338","25"
"3544","13/1/2020","Group 6","15455","25"
"3543","9/1/2020","Group 6","7688","25"
"3542","6/1/2020","Group 6","6152","25"
"3541","3/1/2020","Group 6","28000","25"
"3540","30/12/2019","Group 6","6953","25"
"3539","26/12/2019","Group 6","10219","25"
"3538","23/12/2019","Group 6","5684","25"
"3537","19/12/2019","Group 6","22449","25"
"3536","16/12/2019","Group 6","17757","25"
"3535","12/12/2019","Group 6","8422","25"
"3534","9/12/2019","Group 6","5117","25"
"3533","5/12/2019","Group 6","23568","25"
"3532","2/12/2019","Group 6","11561","25"
"3531","28/11/2019","Group 6","6491","25"
"3530","25/11/2019","Group 6","6646","25"
"3529","21/11/2019","Group 6","22083","25"
"3528","18/11/2019","Group 6","14117","25"
"3527","14/11/2019","Group 6","8990","25"
"3526","11/11/2019","Group 6","7362","25"
"3525","7/11/2019","Group 6","12201","25"
"3524","4/11/2019","Group 6","9772","25"
"3523","31/10/2019","Group 6","5498","25"
"3522","28/10/2019","Group 6","26651","25"
"3521","24/10/2019","Group 6","13842","25"
"3520","21/10/2019","Group 6","7720","25"
"3519","17/10/2019","Group 6","4574","25"
"3518","14/10/2019","Group 6","29110","25"
"3517","10/10/2019","Group 6","11463","25"
"3516","7/10/2019","Group 6","9112","25"
"3515","3/10/2019","Group 6","5562","25"
"3514","30/9/2019","Group 6","6674","25"
"3513","26/9/2019","Group 6","10798","25"
"3512","23/9/2019","Group 6","8014","25"
"3511","19/9/2019","Group 6","4775","25"
"3510","16/9/2019","Group 6","6229","25"
"3509","12/9/2019","Group 6","10170","25"
"3508","9/9/2019","Group 6","7869","25"
"3507","5/9/2019","Group 6","6053","25"
"3506","2/9/2019","Group 6","5538","25"
"3505","29/8/2019","Group 6","4766","25"
"3504","26/8/2019","Group 6","26004","25"
"3503","22/8/2019","Group 6","11925","25"
"3502","19/8/2019","Group 6","11149","25"
"3501","15/8/2019","Group 6","6646","25"
"3500","12/8/2019","Group 6","4794","25"
"3499","8/8/2019","Group 6","6139","25"
"3498","5/8/2019","Group 6","16314","25"
"3497","1/8/2019","Group 6","7701","25"
"3496","29/7/2019","Group 6","5522","25"
"3495","25/7/2019","Group 6","5610","25"
"3494","22/7/2019","Group 6","13434","25"
"3493","18/7/2019","Group 6","9496","25"
"3492","15/7/2019","Group 6","5421","25"
"3491","11/7/2019","Group 6","25751","25"
"3490","8/7/2019","Group 6","13853","25"
"3489","4/7/2019","Group 6","10498","25"
"3488","1/7/2019","Group 6","8731","25"
"3487","27/6/2019","Group 6","10740","25"
"3486","24/6/2019","Group 6","8303","25"
"3485","20/6/2019","Group 6","9177","25"
"3484","17/6/2019","Group 6","8880","25"
"3483","13/6/2019","Group 6","6584","25"
"3482","10/6/2019","Group 6","9675","25"
"3481","6/6/2019","Group 6","8749","25"
"3480","3/6/2019","Group 6","11765","25"
"3479","30/5/2019","Group 6","33126","25"
"3478","27/5/2019","Group 6","13164","25"
"3477","23/5/2019","Group 6","7403","25"
"3476","20/5/2019","Group 6","6129","25"
"3475","16/5/2019","Group 6","17741","25"
"3474","13/5/2019","Group 6","13884","25"
"3473","9/5/2019","Group 6","10554","25"
"3472","6/5/2019","Group 6","11629","25"
"3471","2/5/2019","Group 6","6211","25"
"3470","29/4/2019","Group 6","14881","25"
"3469","25/4/2019","Group 6","8390","25"
"3468","22/4/2019","Group 6","6703","25"
"3467","18/4/2019","Group 6","8008","25"
"3466","15/4/2019","Group 6","6164","25"
"3465","11/4/2019","Group 6","31992","25"
"3464","8/4/2019","Group 6","13833","25"
"3463","4/4/2019","Group 6","9981","25"
"3462","1/4/2019","Group 6","9005","25"
"3461","28/3/2019","Group 6","24184","25"
"3460","25/3/2019","Group 6","13644","25"
"3459","21/3/2019","Group 6","8881","25"
"3458","18/3/2019","Group 6","8997","25"
"3457","14/3/2019","Group 6","12316","25"
"3456","11/3/2019","Group 6","8751","25"
"3455","7/3/2019","Group 6","6057","25"
"3454","4/3/2019","Group 6","19088","25"
"3453","28/2/2019","Group 6","8686","25"
"3452","25/2/2019","Group 6","9191","25"
"3451","22/2/2019","Group 6","77219","25"
"3450","18/2/2019","Group 6","8196","25"
"3449","14/2/2019","Group 6","9854","25"
"3448","11/2/2019","Group 6","8052","25"
"3447","7/2/2019","Group 6","12930","25"
"3446","4/2/2019","Group 6","6432","25"
"3445","1/2/2019","Group 6","39785","25"
"3444","28/1/2019","Group 6","10104","25"
"3443","24/1/2019","Group 6","6358","25"
"3442","21/1/2019","Group 6","8725","25"
"3441","17/1/2019","Group 6","6444","25"
"3440","14/1/2019","Group 6","24027","25"
"3439","11/1/2019","Group 6","22364","25"
"3438","7/1/2019","Group 6","5503","25"
"3437","3/1/2019","Group 6","26865","25"
"3436","31/12/2018","Group 6","19729","25"
"3435","27/12/2018","Group 6","9099","25"
"3434","24/12/2018","Group 6","8563","25"
"3433","20/12/2018","Group 6","11745","25"
"3432","17/12/2018","Group 6","7227","25"
"3431","13/12/2018","Group 6","8972","25"
"3430","10/12/2018","Group 6","7424","25"
"3429","6/12/2018","Group 6","10350","25"
"3428","3/12/2018","Group 6","9458","25"
"3427","29/11/2018","Group 6","10282","25"
"3426","26/11/2018","Group 6","5486","25"
"3425","22/11/2018","Group 6","9019","25"
"3424","19/11/2018","Group 6","6825","25"
"3423","15/11/2018","Group 6","6332","25"
"3422","12/11/2018","Group 6","6176","25"
"3421","8/11/2018","Group 6","12475","25"
"3420","5/11/2018","Group 6","8737","25"
"3419","1/11/2018","Group 6","5374","25"
"3418","29/10/2018","Group 6","10622","25"
"3417","25/10/2018","Group 6","27159","25"
"3416","22/10/2018","Group 6","12894","25"
"3415","18/10/2018","Group 6","6990","25"
"3414","15/10/2018","Group 6","5209","25"
"3413","11/10/2018","Group 6","6912","25"
"3412","8/10/2018","Group 6","5813","25"
"3411","4/10/2018","Group 6","5747","25"
"3410","1/10/2018","Group 6","8649","25"
"3409","27/9/2018","Group 6","5521","25"
"3408","24/9/2018","Group 6","25749","25"
"3407","20/9/2018","Group 6","12807","25"
"3406","17/9/2018","Group 6","8575","25"
"3405","13/9/2018","Group 6","4743","25"
"3404","10/9/2018","Group 6","8521","25"
"3403","6/9/2018","Group 6","7418","25"
"3402","3/9/2018","Group 6","8544","25"
"3401","30/8/2018","Group 6","7000","25"
"3400","27/8/2018","Group 6","7095","25"
"3399","23/8/2018","Group 6","9092","25"
"3398","20/8/2018","Group 6","7085","25"
"3397","16/8/2018","Group 6","6218","25"
"3396","13/8/2018","Group 6","11101","25"
"3395","9/8/2018","Group 6","6342","25"
"3394","6/8/2018","Group 6","7650","25"
"3393","2/8/2018","Group 6","24335","25"
"3392","30/7/2018","Group 6","18757","25"
"3391","26/7/2018","Group 6","7637","25"
"3390","23/7/2018","Group 6","8037","25"
"3389","19/7/2018","Group 6","10819","25"
"3388","16/7/2018","Group 6","8784","25"
"3387","12/7/2018","Group 6","6982","25"
"3386","9/7/2018","Group 6","13329","25"
"3385","5/7/2018","Group 6","9344","25"
"3384","2/7/2018","Group 6","7827","25"
"3383","28/6/2018","Group 6","7070","25"
"3382","25/6/2018","Group 6","10175","25"
"3381","21/6/2018","Group 6","11653","25"
"3380","18/6/2018","Group 6","9584","25"
"3379","14/6/2018","Group 6","5093","25"
"3378","11/6/2018","Group 6","23031","25"
"3377","7/6/2018","Group 6","11297","25"
"3376","4/6/2018","Group 6","8114","25"
"3375","31/5/2018","Group 6","5671","25"
"3374","28/5/2018","Group 6","19122","25"
"3373","24/5/2018","Group 6","7929","25"
"3372","21/5/2018","Group 6","6316","25"
"3371","17/5/2018","Group 6","27678","25"
"3370","14/5/2018","Group 6","13795","25"
"3369","10/5/2018","Group 6","6920","25"
"3368","7/5/2018","Group 6","6280","25"
"3367","3/5/2018","Group 6","10318","25"
"3366","30/4/2018","Group 6","6976","25"
"3365","26/4/2018","Group 6","8457","25"
"3364","23/4/2018","Group 6","5266","25"
"3363","19/4/2018","Group 6","6027","25"
"3362","16/4/2018","Group 6","7221","25"
"3361","12/4/2018","Group 6","28959","25"
"3360","9/4/2018","Group 6","12057","25"
"3359","5/4/2018","Group 6","8091","25"
"3358","2/4/2018","Group 6","6341","25"
"3357","29/3/2018","Group 6","11595","25"
"3356","26/3/2018","Group 6","6657","25"
"3355","22/3/2018","Group 6","6253","25"
"3354","19/3/2018","Group 6","8957","25"
"3353","15/3/2018","Group 6","5274","25"
"3352","12/3/2018","Group 6","20192","25"
"3351","8/3/2018","Group 6","9568","25"
"3350","5/3/2018","Group 6","7054","25"
"3349","2/3/2018","Group 6","56256","25"
"3348","26/2/2018","Group 6","8665","25"
"3347","22/2/2018","Group 6","8566","25"
"3346","19/2/2018","Group 6","14408","25"
"3345","15/2/2018","Group 6","10371","25"
"3344","12/2/2018","Group 6","7849","25"
"3343","9/2/2018","Group 6","32663","25"
"3342","5/2/2018","Group 6","6935","25"
"3341","1/2/2018","Group 6","9960","25"
"3340","29/1/2018","Group 6","6449","25"
"3339","25/1/2018","Group 6","9117","25"
"3338","22/1/2018","Group 6","8143","25"
"3337","18/1/2018","Group 6","21750","25"
"3336","15/1/2018","Group 6","15124","25"
"3335","11/1/2018","Group 6","6882","25"
"3334","8/1/2018","Group 6","6641","25"
"3333","5/1/2018","Group 6","55156","25"
"3332","1/1/2018","Group 6","11976","25"
"3331","28/12/2017","Group 6","8904","25"
"3330","25/12/2017","Group 6","6250","25"
"3329","21/12/2017","Group 6","5476","25"
"3328","18/12/2017","Group 6","6384","25"
"3327","14/12/2017","Group 6","11170","25"
"3326","11/12/2017","Group 6","8037","25"
"3325","7/12/2017","Group 6","5067","25"
"3324","4/12/2017","Group 6","21382","25"
"3323","30/11/2017","Group 6","10161","25"
"3322","27/11/2017","Group 6","8966","25"
"3321","23/11/2017","Group 6","7280","25"
"3320","20/11/2017","Group 6","10677","25"
"3319","16/11/2017","Group 6","12548","25"
"3318","13/11/2017","Group 6","7724","25"
"3317","9/11/2017","Group 6","5707","25"
"3316","6/11/2017","Group 6","19063","25"
"3315","2/11/2017","Group 6","10731","25"
"3314","30/10/2017","Group 6","8795","25"
"3313","26/10/2017","Group 6","8261","25"
"3312","23/10/2017","Group 6","20311","25"
"3311","19/10/2017","Group 6","14944","25"
"3310","16/10/2017","Group 6","10551","25"
"3309","12/10/2017","Group 6","6757","25"
"3308","9/10/2017","Group 6","19984","25"
"3307","5/10/2017","Group 6","13094","25"
"3306","2/10/2017","Group 6","13010","25"
"3305","28/9/2017","Group 6","10428","25"
"3304","25/9/2017","Group 6","10314","25"
"3303","21/9/2017","Group 6","6804","25"
"3302","18/9/2017","Group 6","19547","25"
"3301","14/9/2017","Group 6","11379","25"
"3300","11/9/2017","Group 6","8479","25"
"3299","7/9/2017","Group 6","5850","25"
"3298","4/9/2017","Group 6","12255","25"
"3297","31/8/2017","Group 6","6528","25"
"3296","28/8/2017","Group 6","6804","25"
"3295","24/8/2017","Group 6","5436","25"
"3294","21/8/2017","Group 6","21603","25"
"3293","17/8/2017","Group 6","10254","25"
"3292","14/8/2017","Group 6","11580","25"
"3291","10/8/2017","Group 6","4247","25"
"3290","7/8/2017","Group 6","5672","25"
"3289","3/8/2017","Group 6","5308","25"
"3288","31/7/2017","Group 6","6545","25"
"3287","27/7/2017","Group 6","5224","25"
"3286","24/7/2017","Group 6","13705","25"
"3285","20/7/2017","Group 6","7749","25"
"3284","17/7/2017","Group 6","5819","25"
"3283","13/7/2017","Group 6","5057","25"
"3282","10/7/2017","Group 6","7324","25"
"3281","6/7/2017","Group 6","5269","25"
"3280","3/7/2017","Group 6","6676","25"
"3279","29/6/2017","Group 6","10482","25"
"3278","26/6/2017","Group 6","8753","25"
"3277","22/6/2017","Group 6","7020","25"
"3276","19/6/2017","Group 6","10061","25"
"3275","15/6/2017","Group 6","6178","25"
"3274","12/6/2017","Group 6","8389","25"
"3273","8/6/2017","Group 6","7522","25"
"3272","5/6/2017","Group 6","7401","25"
"3271","1/6/2017","Group 6","6875","25"
"3270","29/5/2017","Group 6","7569","25"
"3269","25/5/2017","Group 6","7242","25"
"3268","22/5/2017","Group 6","4641","25"
"3267","18/5/2017","Group 6","4590","25"
"3266","15/5/2017","Group 6","18179","25"
"3265","11/5/2017","Group 6","10969","25"
"3264","8/5/2017","Group 6","6764","25"
"3263","4/5/2017","Group 6","9792","25"
"3262","1/5/2017","Group 6","7888","25"
"3261","27/4/2017","Group 6","5234","25"
"3260","24/4/2017","Group 6","6392","25"
"3259","20/4/2017","Group 6","7238","25"
"3258","17/4/2017","Group 6","7780","25"
"3257","13/4/2017","Group 6","8609","25"
"3256","10/4/2017","Group 6","5432","25"
"3255","6/4/2017","Group 6","11723","25"
"3254","3/4/2017","Group 6","7750","25"
"3253","30/3/2017","Group 6","5504","25"
"3252","27/3/2017","Group 6","17108","25"
"3251","23/3/2017","Group 6","12469","25"
"3250","20/3/2017","Group 6","7983","25"
"3249","16/3/2017","Group 6","10610","25"
"3248","13/3/2017","Group 6","11608","25"
"3247","9/3/2017","Group 6","13010","25"
"3246","6/3/2017","Group 6","6914","25"
"3245","2/3/2017","Group 6","6504","25"
"3244","27/2/2017","Group 6","6781","25"
"3243","23/2/2017","Group 6","25391","25"
"3242","20/2/2017","Group 6","18530","25"
"3241","16/2/2017","Group 6","8342","25"
"3240","13/2/2017","Group 6","12078","25"
"3239","10/2/2017","Group 6","70461","25"
"3238","6/2/2017","Group 6","25627","25"
"3237","2/2/2017","Group 6","14967","25"
"3236","30/1/2017","Group 6","11589","25"
"3235","26/1/2017","Group 6","13879","25"
"3234","23/1/2017","Group 6","11695","25"
"3233","19/1/2017","Group 6","8624","25"
"3232","16/1/2017","Group 6","7548","25"
"3231","12/1/2017","Group 6","18178","25"
"3230","9/1/2017","Group 6","11635","25"
"3229","5/1/2017","Group 6","6946","25"
"3228","2/1/2017","Group 6","6083","25"
"3227","29/12/2016","Group 6","5067","25"
"3226","26/12/2016","Group 6","8507","25"
"3225","22/12/2016","Group 6","14974","25"
"3224","19/12/2016","Group 6","10404","25"
"3223","15/12/2016","Group 6","6429","25"
"3222","12/12/2016","Group 6","5010","25"
"3221","8/12/2016","Group 6","7026","25"
"3220","5/12/2016","Group 6","22079","25"
"3219","1/12/2016","Group 6","17715","25"
"3218","28/11/2016","Group 6","9180","25"
"3217","24/11/2016","Group 6","7118","25"
"3216","21/11/2016","Group 6","7795","25"
"3215","17/11/2016","Group 6","4813","25"
"3214","14/11/2016","Group 6","21610","25"
"3213","10/11/2016","Group 6","8572","25"
"3212","7/11/2016","Group 6","7037","25"
"3211","3/11/2016","Group 6","6123","25"
"3210","31/10/2016","Group 6","6951","25"
"3209","27/10/2016","Group 6","7090","25"
"3208","24/10/2016","Group 6","7363","25"
"3207","20/10/2016","Group 6","6339","25"
"3206","17/10/2016","Group 6","11782","25"
"3205","13/10/2016","Group 6","9582","25"
"3204","10/10/2016","Group 6","5578","25"
"3203","6/10/2016","Group 6","21098","25"
"3202","3/10/2016","Group 6","16510","25"
"3201","29/9/2016","Group 6","8067","25"
"3200","26/9/2016","Group 6","6969","25"
"3199","22/9/2016","Group 6","19165","25"
"3198","19/9/2016","Group 6","11333","25"
"3197","15/9/2016","Group 6","9315","25"
"3196","12/9/2016","Group 6","5057","25"
"3195","8/9/2016","Group 6","16296","25"
"3194","5/9/2016","Group 6","12146","25"
"3193","1/9/2016","Group 6","13330","25"
"3192","29/8/2016","Group 6","7004","25"
"3191","25/8/2016","Group 6","6497","25"
"3190","22/8/2016","Group 6","5700","25"
"3189","18/8/2016","Group 6","26243","25"
"3188","15/8/2016","Group 6","11995","25"
"3187","11/8/2016","Group 6","6205","25"
"3186","8/8/2016","Group 6","6232","25"
"3185","4/8/2016","Group 6","8548","25"
"3184","1/8/2016","Group 6","5832","25"
"3183","28/7/2016","Group 6","25363","25"
"3182","25/7/2016","Group 6","7427","25"
"3181","21/7/2016","Group 6","5618","25"
"3180","18/7/2016","Group 6","10846","25"
"3179","14/7/2016","Group 6","9333","25"
"3178","11/7/2016","Group 6","6619","25"
"3177","7/7/2016","Group 6","6961","25"
"3176","4/7/2016","Group 6","6262","25"
"3175","30/6/2016","Group 6","9685","25"
"3174","27/6/2016","Group 6","6985","25"
"3173","23/6/2016","Group 6","9241","25"
"3172","20/6/2016","Group 6","8292","25"
"3171","16/6/2016","Group 6","8084","25"
"3170","13/6/2016","Group 6","9464","25"
"3169","9/6/2016","Group 6","4649","25"
"3168","6/6/2016","Group 6","26620","25"
"3167","2/6/2016","Group 6","9980","25"
"3166","30/5/2016","Group 6","9215","25"
"3165","26/5/2016","Group 6","4426","25"
"3164","23/5/2016","Group 6","8098","25"
"3163","19/5/2016","Group 6","6262","25"
"3162","16/5/2016","Group 6","20354","25"
"3161","12/5/2016","Group 6","9891","25"
"3160","9/5/2016","Group 6","7075","25"
"3159","5/5/2016","Group 6","5451","25"
"3158","2/5/2016","Group 6","7733","25"
"3157","28/4/2016","Group 6","12270","25"
"3156","25/4/2016","Group 6","9460","25"
"3155","21/4/2016","Group 6","5047","25"
"3154","18/4/2016","Group 6","5427","25"
"3153","14/4/2016","Group 6","20739","25"
"3152","11/4/2016","Group 6","11373","25"
"3151","7/4/2016","Group 6","8395","25"
"3150","4/4/2016","Group 6","7684","25"
"3149","31/3/2016","Group 6","7137","25"
"3148","28/3/2016","Group 6","9321","25"
"3147","24/3/2016","Group 6","8207","25"
"3146","21/3/2016","Group 6","8572","25"
"3145","17/3/2016","Group 6","12752","25"
"3144","14/3/2016","Group 6","24257","25"
"3143","10/3/2016","Group 6","11974","25"
"3142","7/3/2016","Group 6","10062","25"
"3141","3/3/2016","Group 6","8712","25"
"3140","29/2/2016","Group 6","19848","25"
"3139","25/2/2016","Group 6","8908","25"
"3138","22/2/2016","Group 6","6467","25"
"3137","19/2/2016","Group 6","71812","25"
"3136","15/2/2016","Group 6","10004","25"
"3135","11/2/2016","Group 6","24852","25"
"3134","8/2/2016","Group 6","16438","25"
"3133","4/2/2016","Group 6","9435","25"
"3132","1/2/2016","Group 6","14566","25"
"3131","28/1/2016","Group 6","11648","25"
"3130","25/1/2016","Group 6","7385","25"
"3129","21/1/2016","Group 6","7400","25"
"3128","18/1/2016","Group 6","8262","25"
"3127","14/1/2016","Group 6","10207","25"
"3126","11/1/2016","Group 6","20967","25"
"3125","7/1/2016","Group 6","14203","25"
"3124","4/1/2016","Group 6","8103","25"
"3123","31/12/2015","Group 6","6201","25"
"3122","28/12/2015","Group 6","11578","25"
"3121","24/12/2015","Group 6","6936","25"
"3120","21/12/2015","Group 6","7942","25"
"3119","17/12/2015","Group 6","9567","25"
"3118","14/12/2015","Group 6","12431","25"
"3117","10/12/2015","Group 6","7970","25"
"3116","7/12/2015","Group 6","6268","25"
"3115","3/12/2015","Group 6","15370","25"
"3114","30/11/2015","Group 6","10732","25"
"3113","26/11/2015","Group 6","6238","25"
"3112","23/11/2015","Group 6","5215","25"
"3111","19/11/2015","Group 6","14071","25"
"3110","16/11/2015","Group 6","6914","25"
"3109","12/11/2015","Group 6","17585","25"
"3108","9/11/2015","Group 6","16210","25"
"3107","5/11/2015","Group 6","12571","25"
"3106","2/11/2015","Group 6","7681","25"
"3105","29/10/2015","Group 6","5360","25"
"3104","26/10/2015","Group 6","11467","25"
"3103","22/10/2015","Group 6","5549","25"
"3102","19/10/2015","Group 6","9721","25"
"3101","15/10/2015","Group 6","8290","25"
"3100","12/10/2015","Group 6","7158","25"
"3099","8/10/2015","Group 6","8384","25"
"3098","5/10/2015","Group 6","10048","25"
"3097","1/10/2015","Group 6","8957","25"
"3096","28/9/2015","Group 6","6326","25"
"3095","24/9/2015","Group 6","7724","25"
"3094","21/9/2015","Group 6","17136","25"
"3093","17/9/2015","Group 6","10754","25"
"3092","14/9/2015","Group 6","4854","25"
"3091","10/9/2015","Group 6","5675","25"
"3090","7/9/2015","Group 6","10650","25"
"3089","3/9/2015","Group 6","13944","25"
"3088","31/8/2015","Group 6","14504","25"
"3087","27/8/2015","Group 6","7868","25"
"3086","24/8/2015","Group 6","20230","25"
"3085","20/8/2015","Group 6","11352","25"
"3084","17/8/2015","Group 6","7945","25"
"3083","13/8/2015","Group 6","6992","25"
"3082","10/8/2015","Group 6","14743","25"
"3081","6/8/2015","Group 6","11694","25"
"3080","3/8/2015","Group 6","9541","25"
"3079","30/7/2015","Group 6","10889","25"
"3078","27/7/2015","Group 6","4857","25"
"3077","23/7/2015","Group 6","8598","25"
"3076","20/7/2015","Group 6","8311","25"
"3075","16/7/2015","Group 6","5262","25"
"3074","13/7/2015","Group 6","5020","25"
"3073","9/7/2015","Group 6","4883","25"
"3072","6/7/2015","Group 6","14497","25"
"3071","2/7/2015","Group 6","13755","25"
"3070","29/6/2015","Group 6","8351","25"
"3069","25/6/2015","Group 6","6530","25"
"3068","22/6/2015","Group 6","6493","25"
"3067","18/6/2015","Group 6","9968","25"
"3066","15/6/2015","Group 6","6147","25"
"3065","11/6/2015","Group 6","15185","25"
"3064","8/6/2015","Group 6","8925","25"
"3063","4/6/2015","Group 6","10468","25"
"3062","1/6/2015","Group 6","7572","25"
"3061","28/5/2015","Group 6","10672","25"
"3060","25/5/2015","Group 6","6453","25"
"3059","21/5/2015","Group 6","7852","25"
"3058","18/5/2015","Group 6","5508","25"
"3057","14/5/2015","Group 6","7145","25"
"3056","11/5/2015","Group 6","9345","25"
"3055","7/5/2015","Group 6","7018","25"
"3054","4/5/2015","Group 6","8471","25"
"3053","30/4/2015","Group 6","5552","25"
"3052","27/4/2015","Group 6","11048","25"
"3051","23/4/2015","Group 6","7206","25"
"3050","20/4/2015","Group 6","13162","25"
"3049","16/4/2015","Group 6","8390","25"
"3048","13/4/2015","Group 6","7463","25"
"3047","9/4/2015","Group 6","16157","25"
"3046","6/4/2015","Group 6","10421","25"
"3045","2/4/2015","Group 6","10186","25"
"3044","30/3/2015","Group 6","7007","25"
"3043","26/3/2015","Group 6","12569","25"
"3042","23/3/2015","Group 6","12405","25"
"3041","19/3/2015","Group 6","6983","25"
"3040","16/3/2015","Group 6","7060","25"
"3039","12/3/2015","Group 6","18097","25"
"3038","9/3/2015","Group 6","16929","25"
"3037","5/3/2015","Group 6","11078","25"
"3036","2/3/2015","Group 6","9702","25"
"3035","27/2/2015","Group 6","47580","25"
"3034","23/2/2015","Group 6","11420","25"
"3033","19/2/2015","Group 6","6869","25"
"3032","16/2/2015","Group 6","17348","25"
"3031","12/2/2015","Group 6","10539","25"
"3030","9/2/2015","Group 6","9267","25"
"3029","5/2/2015","Group 6","7392","25"
"3028","2/2/2015","Group 6","13386","25"
"3027","29/1/2015","Group 6","6821","25"
"3026","26/1/2015","Group 6","5460","25"
"3025","22/1/2015","Group 6","6197","25"
"3024","19/1/2015","Group 6","12150","25"
"3023","15/1/2015","Group 6","5726","25"
"3022","12/1/2015","Group 6","4743","25"
"3021","8/1/2015","Group 6","10083","25"
"3020","5/1/2015","Group 6","5298","25"
"3019","1/1/2015","Group 6","7801","25"
"3018","29/12/2014","Group 6","4994","25"
"3017","25/12/2014","Group 6","6115","25"
"3016","22/12/2014","Group 6","8281","25"
"3015","18/12/2014","Group 6","9079","25"
"3014","15/12/2014","Group 6","7409","25"
"3013","11/12/2014","Group 6","8804","25"
"3012","8/12/2014","Group 6","4674","25"
"3011","4/12/2014","Group 6","7472","25"
"3010","1/12/2014","Group 6","10695","25"
"3009","27/11/2014","Group 6","15486","25"
"3008","24/11/2014","Group 6","10660","25"
"3007","20/11/2014","Group 6","9266","25"
"3006","17/11/2014","Group 6","9370","25"
"3005","13/11/2014","Group 6","18777","25"
"3004","10/11/2014","Group 6","8275","25"
"3003","6/11/2014","Group 6","5943","25"
"3002","3/11/2014","Group 6","5164","25"
"3001","30/10/2014","Group 6","8760","25"
"3000","27/10/2014","Group 6","5927","25"
"2999","23/10/2014","Group 6","5774","25"
"2998","20/10/2014","Group 6","9021","25"
"2997","16/10/2014","Group 6","5731","25"
"2996","13/10/2014","Group 6","4846","25"
"2995","9/10/2014","Group 6","7553","25"
"3766","19/5/2022","Group 7","242878","10"
"3765","16/5/2022","Group 7","106255","10"
